TeamID,Name,OffRate,DefRate
1101,Abilene Chr,-32.77725586084317,-16.686608383454626
1102,Air Force,-84.30057378144093,25.431309083441793
1103,Akron,-25.947642746768516,-29.864505656785617
1104,Alabama,-11.957568248327224,133.0255359787325
1105,Alabama A&M,-211.1782107200934,-94.90627084284628
1106,Alabama St,-71.32519630511804,-142.84893564320808
1107,Albany NY,2.1935445679726273,38.19361992026925
1108,Alcorn St,-91.10006808893195,-115.4921832989499
1110,American Univ,-107.20801004957923,-46.508861280212976
1111,Appalachian St,18.511870234085865,-91.14437691159814
1112,Arizona,115.80050999598105,74.3780078223342
1113,Arizona St,163.98106554897947,-18.95046110272093
1114,Ark Little Rock,-134.80598836124216,42.57400589085644
1115,Ark Pine Bluff,-124.13960196659126,-57.256413225471626
1116,Arkansas,133.84919539812336,3.960928493103439
1117,Arkansas St,6.956963612731016,-137.20249659825464
1119,Army,-7.470495678919586,-74.78665215569981
1120,Auburn,186.77956505054712,12.670443983197794
1122,Austin Peay,5.300246553924767,-27.451070218301894
1123,Ball St,20.565849014586593,-16.49070832939441
1124,Baylor,22.144164967434484,151.17560854309858
1125,Belmont,65.58240862683135,46.77745158888298
1126,Bethune-Cookman,49.559340927889316,-212.09341056692114
1127,Binghamton,-76.13856586297167,-18.40808308301744
1128,0,0.0,0.0
1129,Boise St,51.763910565914465,75.20831018802487
1130,Boston College,81.38922051726203,-14.160537385014747
1131,Boston Univ,-37.57134473567826,-16.450385084368033
1132,Bowling Green,5.935160116399695,-57.934470587862684
1133,Bradley,-55.508966733134066,79.49275845659844
1135,Brown,25.62866509311167,-88.27959360373964
1136,Bryant,-42.96354700479749,-187.31027236227067
1137,Bucknell,127.93573454146956,-33.49601337640347
1138,Buffalo,196.5905153640581,-33.99995647135514
1139,Butler,89.35775851211847,85.07302039809507
1140,BYU,50.648109730819996,99.14953283734162
1141,C Michigan,16.349055785514196,-21.085287266621407
1142,Cal Poly SLO,-65.52998358774462,-77.8651396103356
1143,California,-74.88970778018606,3.5152437658431013
1144,Campbell,18.372420543359326,-55.2952822583577
1145,Canisius,26.684033597103692,15.395481039856026
1146,Cent Arkansas,94.73613671740216,-141.58445114619067
1147,0,0.0,0.0
1148,Central Conn,-105.39940518846502,-20.913179003325777
1149,Charleston So,-49.52938644923112,-19.891741287813968
1150,Charlotte,-52.401401675893055,-113.78321228996155
1151,Chattanooga,-80.15971325838926,-34.8020001509216
1152,Chicago St,-84.50742669246505,-219.8617571122511
